Date,SiteID,Latitude,Longitude,"Temperature, water (deg C)",Turbidity (NTU),pH (standard units),"Oxygen, dissolved (mg/L)","Oxygen, dissolved (% saturation)","Nitrate, dissolved (mg/L as N)","Nitrite, dissolved (mg/L as N)","Orthophosphate, dissolved (mg/L as P)",Conductivity (uS/cm),Depth to water table (m),EdgeQCFlags
2026-05-04,USGS-401750104143101,,,,,,,,,,,,,
